name,origin,product_id,kind,alcohol_tolerance,flocculation,alpha,use,category,color,ppg
Jalapena,,,Flavor,,,,Boil,Others,,
Jalapeno,,,Spice,,,,Primary,Others,,
Jalapenos,,,Other,,,,Secondary,Others,,
Jalapno,,,Herb,,,,Other,Others,,
Jalepano,,,Flavor,,,,Boil,Others,,
Jalepenio,,,Flavor,,,,Boil,Others,,
Jalepeno,,,Spice,,,,Boil,Others,,
Jalepenos,,,Spice,,,,Secondary,Others,,
Jalopena,,,Flavor,,,,Boil,Others,,
Jamaica,,,Herb,,,,Boil,Others,,
Jameson,,,Flavor,,,,Secondary,Others,,
Jamica,,,Spice,,,,Boil,Others,,
Jarrow,,,Herb,,,,Boil,Others,,
Jasimine,,,Herb,,,,Boil,Others,,
Jasmin,,,Herb,,,,Mash,Others,,
Jasmine,,,Flavor,,,,Boil,Others,,
Jazmin,,,Spice,,,,Boil,Others,,
Jegibre,,,Spice,,,,Boil,Others,,
Jeneverbes,,,Spice,,,,Boil,Others,,
Jengibre,,,Spice,,,,Boil,Others,,
Jenjibre,,,Spice,,,,Boil,Others,,
Jenjinre,,,Flavor,,,,Boil,Others,,
Jimsum,,,Flavor,,,,Boil,Others,,
Jipsum,,,Flavor,,,,Boil,Others,,
Johanisbeere,,,Flavor,,,,Primary,Others,,
Jordgubbar,,,Other,,,,Boil,Others,,
Juice,,,Flavor,,,,Boil,Others,,
Julkryddor,,,Spice,,,,Secondary,Others,,
Jumiper,,,Other,,,,Other,Others,,
Juniper,,,Spice,,,,Boil,Others,,
Juniperberries,,,Flavor,,,,Boil,Others,,
Juniperberry,,,Flavor,,,,Mash,Others,,
Junipher,,,Spice,,,,Mash,Others,,
Jupiter,,,Spice,,,,Boil,Others,,
Kadakamarjad,,,Spice,,,,Boil,Others,,
Kadakas,,,Herb,,,,Boil,Others,,
Kademombe,,,Spice,,,,Boil,Others,,
Kadulja,,,Herb,,,,Other,Others,,
Kafa,,,Other,,,,Boil,Others,,
Kaffe,,,Other,,,,Bottling,Others,,
Kaffibaunir,,,Spice,,,,Secondary,Others,,
Kahlua,,,Other,,,,Bottling,Others,,
Kakao,,,Flavor,,,,Mash,Others,,
Kakaobitar,,,Flavor,,,,Boil,Others,,
Kakaonibblar,,,Flavor,,,,Secondary,Others,,
Kakaonibs,,,Flavor,,,,Other,Others,,
Kakaonips,,,Spice,,,,Boil,Others,,
Kakaopulver,,,Flavor,,,,Boil,Others,,
Kalciumsulfat,,,Other,,,,Boil,Others,,
Kale,,,Flavor,,,,Mash,Others,,
Kalelstang,,,Other,,,,Boil,Others,,
Kalendra,,,Spice,,,,Boil,Others,,
Kaliumklorid,,,Water Agt,,,,Mash,Others,,
Kaliumkloridi,,,Water Agt,,,,Mash,Others,,
Kalk,,,Water Agt,,,,Mash,Others,,
Kalsiumkarbonat,,,Water Agt,,,,Mash,Others,,
Kalsiumklorid,,,Water Agt,,,,Mash,Others,,
Kalsiumsulfaatti,,,Water Agt,,,,Mash,Others,,
Kalsiumsulfat,,,Water Agt,,,,Mash,Others,,
Kalsiumsulfiitti,,,Water Agt,,,,Mash,Others,,
Kama,,,Other,,,,Mash,Others,,
Kamilla,,,Herb,,,,Mash,Others,,
Kamille,,,Spice,,,,Boil,Others,,
Kamillebloesem,,,Flavor,,,,Boil,Others,,
Kamilleblome,,,Spice,,,,Boil,Others,,
Kamilleblomst,,,Herb,,,,Boil,Others,,
Kammille,,,Spice,,,,Boil,Others,,
Kamomill,,,Spice,,,,Boil,Others,,
Kamomille,,,Spice,,,,Boil,Others,,
Kamut,,,Other,,,,Mash,Others,,
Kandijsiroop,,,Other,,,,Boil,Others,,
Kandissukker,,,Other,,,,Boil,Others,,
Kandisukker,,,Spice,,,,Boil,Others,,
Kandy,,,Other,,,,Boil,Others,,
Kaneel,,,Herb,,,,Boil,Others,,
Kaneelpoeder,,,Spice,,,,Boil,Others,,
Kaneelstok,,,Spice,,,,Boil,Others,,
Kanel,,,Spice,,,,Boil,Others,,
Kaneli,,,Spice,,,,Boil,Others,,
Kanelstang,,,Spice,,,,Boil,Others,,
Kanelstenger,,,Spice,,,,Boil,Others,,
Kanill,,,Spice,,,,Boil,Others,,
Kanilstangir,,,Spice,,,,Boil,Others,,
Kappofloc,,,Fining,,,,Boil,Others,,
Karamel,,,Other,,,,Boil,Others,,
Karamellsirup,,,Flavor,,,,Secondary,Others,,
Karamelsirup,,,Flavor,,,,Boil,Others,,
Kardamom,,,Spice,,,,Boil,Others,,
Kardamon,,,Spice,,,,Boil,Others,,
Kardamons,,,Spice,,,,Boil,Others,,
Kardemom,,,Herb,,,,Boil,Others,,
Kardemome,,,Flavor,,,,Boil,Others,,
Kardemomme,,,Spice,,,,Boil,Others,,
Kardemommefrukter,,,Spice,,,,Boil,Others,,
Kardemommekapsler,,,Spice,,,,Boil,Others,,
Kardemon,,,Spice,,,,Boil,Others,,
Kardemumma,,,Spice,,,,Boil,Others,,
Karragen,,,Fining,,,,Boil,Others,,
Karve,,,Herb,,,,Boil,Others,,
Karwei,,,Spice,,,,Boil,Others,,
Karwij,,,Herb,,,,Boil,Others,,
Karwijzaad,,,Spice,,,,Boil,Others,,
Katajanmarja,,,Spice,,,,Mash,Others,,
Kawa,,,Other,,,,Bottling,Others,,
Keffirlime,,,Spice,,,,Boil,Others,,
Kelp,,,Herb,,,,Boil,Others,,
Kerpena,,,Fining,,,,Boil,Others,,
Kerrageenan,,,Fining,,,,Boil,Others,,
Kersen,,,Other,,,,Secondary,Others,,
Khalua,,,Flavor,,,,Secondary,Others,,
Kick,,,Fining,,,,Boil,Others,,
Kieselsol,,,Fining,,,,Secondary,Others,,
Kinabark,,,Spice,,,,Secondary,Others,,
KION,,,Spice,,,,Secondary,Others,,
Kirschwasser,,,Flavor,,,,Secondary,Others,,
Kirsh,,,Flavor,,,,Bottling,Others,,
Kirsikka,,,Spice,,,,Secondary,Others,,
Kiwano,,,Flavor,,,,Boil,Others,,
Kiwi,,,Flavor,,,,Primary,Others,,
Kiwifruit,,,Flavor,,,,Boil,Others,,
Klaraurt,,,Fining,,,,Boil,Others,,
Klareringsmiddel,,,Other,,,,Boil,Others,,
Klarex,,,Fining,,,,Primary,Others,,
Klaring,,,Fining,,,,Boil,Others,,
Klaringsmiddel,,,Other,,,,Boil,Others,,
Klariningsmiddel,,,Fining,,,,Boil,Others,,
Klarning,,,Other,,,,Boil,Others,,
Klarningsmedel,,,Fining,,,,Boil,Others,,
Klarningsmiddel,,,Other,,,,Boil,Others,,
KlartUrt,,,Other,,,,Boil,Others,,
Klarurt,,,Fining,,,,Boil,Others,,
Klarurth,,,Other,,,,Boil,Others,,
Klarury,,,Fining,,,,Boil,Others,,
Klaurt,,,Fining,,,,Boil,Others,,
Kleehonig,,,Fining,,,,Kegging,Others,,
Klementinskall,,,Spice,,,,Boil,Others,,
KMB,,,Water Agt,,,,Mash,Others,,
Kms,,,Other,,,,Mash,Others,,
Kmynai,,,Spice,,,,Boil,Others,,
Koffie,,,Other,,,,Secondary,Others,,
Koffiebonen,,,Flavor,,,,Other,Others,,
Kokekaffe,,,Flavor,,,,Bottling,Others,,
Kokesjokolade,,,Flavor,,,,Boil,Others,,
Kokos,,,Spice,,,,Boil,Others,,
Kokosflak,,,Flavor,,,,Secondary,Others,,
Kokosmasse,,,Spice,,,,Secondary,Others,,
Kokosocker,,,Flavor,,,,Boil,Others,,
Kokum,,,Spice,,,,Boil,Others,,
Kola,,,Herb,,,,Boil,Others,,
Kolendra,,,Spice,,,,Boil,Others,,
Kombucha,,,Other,,,,Primary,Others,,
Komijn,,,Spice,,,,Boil,Others,,
Komjn,,,Spice,,,,Boil,Others,,
Kona,,,Herb,,,,Secondary,Others,,
Konopi,,,Herb,,,,Boil,Others,,
Konpi,,,Herb,,,,Boil,Others,,
Koopakleer,,,Other,,,,Boil,Others,,
Kopafloc,,,Fining,,,,Boil,Others,,
Kopaflock,,,Fining,,,,Boil,Others,,
Koperfloc,,,Other,,,,Boil,Others,,
Koppafloc,,,Fining,,,,Boil,Others,,
Koppaflock,,,Fining,,,,Boil,Others,,
Koppaflox,,,Fining,,,,Boil,Others,,
Koppafoc,,,Fining,,,,Boil,Others,,
Koppafolc,,,Fining,,,,Boil,Others,,
Koppakleer,,,Fining,,,,Boil,Others,,
Koppeflock,,,Fining,,,,Boil,Others,,
Kopperfloc,,,Other,,,,Boil,Others,,
Kopperflock,,,Fining,,,,Boil,Others,,
KOPPERFLOK,,,Fining,,,,Boil,Others,,
Kopperkleer,,,Fining,,,,Boil,Others,,
Koppfloc,,,Fining,,,,Boil,Others,,
Koppofloc,,,Fining,,,,Boil,Others,,
Koreander,,,Spice,,,,Boil,Others,,
Koriander,,,Spice,,,,Boil,Others,,
Korianderblader,,,Spice,,,,Secondary,Others,,
Koriandersamen,,,Spice,,,,Boil,Others,,
Korianderzaad,,,Spice,,,,Boil,Others,,
Koriandr,,,Spice,,,,Boil,Others,,
Koriandrs,,,Spice,,,,Boil,Others,,
Korianteri,,,Herb,,,,Boil,Others,,
Korianterinsiemen,,,Spice,,,,Boil,Others,,
Korijander,,,Spice,,,,Boil,Others,,
Korriander,,,Flavor,,,,Boil,Others,,
Kosbara,,,Spice,,,,Boil,Others,,
Kosher,,,Other,,,,Boil,Others,,
Krachai,,,Herb,,,,Secondary,Others,,
Kraftwerk,,,Spice,,,,Boil,Others,,
Kraken,,,Flavor,,,,Secondary,Others,,
Kreamyx,,,Other,,,,Boil,Others,,
Kreda,,,Water Agt,,,,Mash,Others,,
Kremortartari,,,Fining,,,,Mash,Others,,
Kremotartari,,,Fining,,,,Boil,Others,,
Krentebollen,,,Other,,,,Mash,Others,,
Kritt,,,Water Agt,,,,Mash,Others,,
Kruid,,,Herb,,,,Boil,Others,,
Kruidnagel,,,Spice,,,,Boil,Others,,
Krydder,,,Flavor,,,,Boil,Others,,
Kryddernellik,,,Spice,,,,Boil,Others,,
Kryddnejlika,,,Spice,,,,Boil,Others,,
Kryddnejlikor,,,Spice,,,,Boil,Others,,
Kryddpeppar,,,Spice,,,,Boil,Others,,
Krylon,,,Other,,,,Other,Others,,
Ksylitol,,,Flavor,,,,Secondary,Others,,
Kumera,,,Other,,,,Mash,Others,,
Kumkvat,,,Herb,,,,Other,Others,,
Kummel,,,Herb,,,,Boil,Others,,
Kummin,,,Spice,,,,Boil,Others,,
Kumquat,,,Flavor,,,,Boil,Others,,
Kumquats,,,Flavor,,,,Secondary,Others,,
La,,,Water Agt,,,,Mash,Others,,
Lacotose,,,Flavor,,,,Bottling,Others,,
Lacrtose,,,Other,,,,Boil,Others,,
Lactaoste,,,Other,,,,Bottling,Others,,
Lactase,,,Flavor,,,,Kegging,Others,,
Lactic,,,Water Agt,,,,Mash,Others,,
Lacto,,,Other,,,,Primary,Others,,
Lactobacillus,,,Other,,,,Other,Others,,
Lactobassilicus,,,Other,,,,Other,Others,,
Lactoce,,,Spice,,,,Boil,Others,,
Lactol,,,Water Agt,,,,Mash,Others,,
Lactos,,,Other,,,,Boil,Others,,
Lactosa,,,Other,,,,Boil,Others,,
Lactose,,,Flavor,,,,Boil,Others,,
Lactosse,,,Other,,,,Boil,Others,,
Lactous,,,Flavor,,,,Boil,Others,,
Lactoza,,,Flavor,,,,Boil,Others,,
Lactse,,,Other,,,,Boil,Others,,
Laimennus,,,Water Agt,,,,Boil,Others,,
Lakris,,,Spice,,,,Boil,Others,,
Lakrispinne,,,Other,,,,Boil,Others,,
Lakrispulver,,,Flavor,,,,Boil,Others,,
Lakrisrot,,,Spice,,,,Boil,Others,,
Lakrisstang,,,Flavor,,,,Boil,Others,,
Lakrits,,,Flavor,,,,Boil,Others,,
LakritsExtrakt,,,Spice,,,,Boil,Others,,
Lakritsijuuri,,,Spice,,,,Boil,Others,,
Lakritsinjuuri,,,Flavor,,,,Boil,Others,,
Lakritsinjuurirouhe,,,Spice,,,,Boil,Others,,
Lakritspulver,,,Spice,,,,Boil,Others,,
Lakritsrot,,,Herb,,,,Secondary,Others,,
Laktos,,,Other,,,,Bottling,Others,,
Laktose,,,Other,,,,Boil,Others,,
Laktoza,,,Other,,,,Bottling,Others,,
Laranja,,,Flavor,,,,Boil,Others,,
Larch,,,Herb,,,,Primary,Others,,
Latose,,,Other,,,,Boil,Others,,
Lattosio,,,Other,,,,Boil,Others,,
Laurel,,,Other,,,,Other,Others,,
Laurier,,,Spice,,,,Boil,Others,,
Lava,,,Spice,,,,Boil,Others,,
Lavanda,,,Spice,,,,Boil,Others,,
Lavander,,,Herb,,,,Secondary,Others,,
Lavazza,,,Other,,,,Boil,Others,,
Lavendar,,,Herb,,,,Boil,Others,,
Lavendel,,,Spice,,,,Boil,Others,,
Lavender,,,Herb,,,,Boil,Others,,
Lavinder,,,Herb,,,,Boil,Others,,
Lawenda,,,Spice,,,,Boil,Others,,
Lcatose,,,Flavor,,,,Boil,Others,,
Leemonpeel,,,Flavor,,,,Secondary,Others,,
Leivasiirup,,,Flavor,,,,Boil,Others,,
Lemmon,,,Water Agt,,,,Mash,Others,,
Lemmongrass,,,Spice,,,,Boil,Others,,
Lemmonpeel,,,Herb,,,,Boil,Others,,
Lemograss,,,Herb,,,,Boil,Others,,
Lemon,,,Flavor,,,,Boil,Others,,
Lemonade,,,Flavor,,,,Kegging,Others,,
Lemonaid,,,Flavor,,,,Secondary,Others,,
Lemoncello,,,Flavor,,,,Primary,Others,,
Lemoncest,,,Flavor,,,,Primary,Others,,
Lemongras,,,Herb,,,,Boil,Others,,
Lemongrass,,,Flavor,,,,Boil,Others,,
LemonJuice,,,Flavor,,,,Primary,Others,,
Lemonpeel,,,Flavor,,,,Boil,Others,,
Lemons,,,Other,,,,Boil,Others,,
Lemonzest,,,Spice,,,,Boil,Others,,
Lentils,,,Other,,,,Mash,Others,,
Levedo,,,Other,,,,Boil,Others,,
Lichy,,,Flavor,,,,Boil,Others,,
Licky,,,Flavor,,,,Boil,Others,,
Licorice,,,Spice,,,,Boil,Others,,
Licorise,,,Flavor,,,,Boil,Others,,
Licorish,,,Flavor,,,,Boil,Others,,
Lilac,,,Flavor,,,,Boil,Others,,
Lime,,,Water Agt,,,,Mash,Others,,
Limeade,,,Other,,,,Secondary,Others,,
Limeaid,,,Flavor,,,,Primary,Others,,
Limeaide,,,Flavor,,,,Primary,Others,,
Limeblad,,,Spice,,,,Other,Others,,
Limeblader,,,Spice,,,,Boil,Others,,
Limejuice,,,Flavor,,,,Boil,Others,,
Limepeel,,,Flavor,,,,Boil,Others,,
Limequats,,,Herb,,,,Boil,Others,,
Limes,,,Other,,,,Boil,Others,,
Limesaft,,,Flavor,,,,Kegging,Others,,
Limeskal,,,Flavor,,,,Boil,Others,,
Limeskall,,,Flavor,,,,Boil,Others,,
LimeZest,,,Spice,,,,Boil,Others,,
LIMOENSCHIL,,,Spice,,,,Boil,Others,,
Limon,,,Flavor,,,,Boil,Others,,
Limoncello,,,Other,,,,Bottling,Others,,
Limone,,,Flavor,,,,Mash,Others,,
Limonelo,,,Flavor,,,,Boil,Others,,
Limonka,,,Flavor,,,,Secondary,Others,,
LINAZA,,,Flavor,,,,Boil,Others,,
Linden,,,Flavor,,,,Boil,Others,,
Lingon,,,Spice,,,,Boil,Others,,
Lingonberry,,,Flavor,,,,Primary,Others,,
Liqorice,,,Spice,,,,Boil,Others,,
Liquirice,,,Fining,,,,Secondary,Others,,
Liquirizia,,,Spice,,,,Boil,Others,,
Liquor,,,Flavor,,,,Secondary,Others,,
Liquorice,,,Spice,,,,Boil,Others,,
Liquorise,,,Flavor,,,,Boil,Others,,
Liquroice,,,Flavor,,,,Boil,Others,,
Ljung,,,Herb,,,,Boil,Others,,
LME,,,Other,,,,Boil,Others,,
Loctose,,,Other,,,,Boil,Others,,
Loganberries,,,Other,,,,Other,Others,,
Loquat,,,Flavor,,,,Primary,Others,,
Loquats,,,Other,,,,Boil,Others,,
Love,,,Other,,,,Other,Others,,
Lubczyk,,,Spice,,,,Boil,Others,,
Lukrecja,,,Spice,,,,Boil,Others,,
Lychee,,,Other,,,,Primary,Others,,
Lycium,,,Spice,,,,Mash,Others,,
Lye,,,Water Agt,,,,Mash,Others,,
Lyngblomst,,,Flavor,,,,Boil,Others,,
Lynghonning,,,Flavor,,,,Boil,Others,,
M,,,Flavor,,,,Boil,Others,,
Macallan,,,Flavor,,,,Bottling,Others,,
Mace,,,Spice,,,,Boil,Others,,
Magisum,,,Water Agt,,,,Boil,Others,,
Magnesium,,,Water Agt,,,,Other,Others,,
Magnesiumklorid,,,Water Agt,,,,Mash,Others,,
Magnesiumsulfaat,,,Water Agt,,,,Mash,Others,,
Magnesiumsulfat,,,Water Agt,,,,Mash,Others,,
Magnesiumsulfate,,,Water Agt,,,,Mash,Others,,
Magnum,,,Fining,,,,Primary,Others,,
Mahalab,,,Spice,,,,Boil,Others,,
Mahlab,,,Flavor,,,,Boil,Others,,
Majoram,,,Herb,,,,Primary,Others,,
Makao,,,Spice,,,,Boil,Others,,
Maldotextrin,,,Other,,,,Boil,Others,,
Malibu,,,Spice,,,,Secondary,Others,,
Malodextrin,,,Other,,,,Secondary,Others,,
Malrodextrine,,,Water Agt,,,,Boil,Others,,
Malt,,,Water Agt,,,,Mash,Others,,
Maltdex,,,Other,,,,Boil,Others,,
Maltdextrin,,,Flavor,,,,Boil,Others,,
Maltdextrine,,,Other,,,,Boil,Others,,
Maltidextrin,,,Other,,,,Boil,Others,,
Malto,,,Other,,,,Boil,Others,,
Maltodectrine,,,Other,,,,Boil,Others,,
Maltodekstrin,,,Other,,,,Boil,Others,,
Maltodestrin,,,Fining,,,,Boil,Others,,
Maltodex,,,Other,,,,Boil,Others,,
Maltodexrin,,,Flavor,,,,Bottling,Others,,
Maltodexrine,,,Other,,,,Boil,Others,,
Maltodexterin,,,Fining,,,,Boil,Others,,
Maltodextin,,,Other,,,,Boil,Others,,
Maltodextine,,,Other,,,,Secondary,Others,,
MaltoDextran,,,Other,,,,Bottling,Others,,
Maltodextrim,,,Water Agt,,,,Boil,Others,,
MaltoDextrin,,,Other,,,,Boil,Others,,
Maltodextrina,,,Other,,,,Boil,Others,,
Maltodextrine,,,Other,,,,Boil,Others,,
Maltodextrose,,,Other,,,,Boil,Others,,
Maltodrextin,,,Other,,,,Boil,Others,,
Maltodrextrin,,,Other,,,,Boil,Others,,
Maltoferm,,,Flavor,,,,Boil,Others,,
Maltosdextrine,,,Flavor,,,,Boil,Others,,
Maltose,,,Other,,,,Boil,Others,,
Malts,,,Flavor,,,,Bottling,Others,,
Malurt,,,Spice,,,,Boil,Others,,
Mandarin,,,Flavor,,,,Primary,Others,,
Mandarina,,,Other,,,,Boil,Others,,
Mandariner,,,Flavor,,,,Secondary,Others,,
Mandarinskall,,,Spice,,,,Boil,Others,,
Mandler,,,Flavor,,,,Mash,Others,,
Mandrake,,,Herb,,,,Boil,Others,,
Manga,,,Other,,,,Secondary,Others,,
Mango,,,Other,,,,Boil,Others,,
Mangoes,,,Flavor,,,,Secondary,Others,,
MangoExtrakt,,,Flavor,,,,Primary,Others,,
Mangopure,,,Flavor,,,,Secondary,Others,,
Mangopurre,,,Flavor,,,,Primary,Others,,
Mangos,,,Flavor,,,,Secondary,Others,,
Manzana,,,Flavor,,,,Boil,Others,,
Manzanilla,,,Herb,,,,Boil,Others,,
Maple,,,Other,,,,Secondary,Others,,
Maracuja,,,Flavor,,,,Secondary,Others,,
Maracuya,,,Flavor,,,,Secondary,Others,,
Marigold,,,Spice,,,,Boil,Others,,
Marijuana,,,Herb,,,,Secondary,Others,,
Marionberries,,,Other,,,,Boil,Others,,
Marionberry,,,Other,,,,Primary,Others,,
Maritime,,,Spice,,,,Boil,Others,,
Marjoram,,,Herb,,,,Boil,Others,,
Marmalade,,,Flavor,,,,Boil,Others,,
Marmelad,,,Spice,,,,Boil,Others,,
Marmelade,,,Other,,,,Other,Others,,
Marmite,,,Flavor,,,,Boil,Others,,
Marshmallow,,,Other,,,,Other,Others,,
Marshmallows,,,Flavor,,,,Boil,Others,,
Marshmellows,,,Flavor,,,,Boil,Others,,
Marzipan,,,Spice,,,,Secondary,Others,,
Mase,,,Spice,,,,Boil,Others,,
Mashmallows,,,Flavor,,,,Boil,Others,,
Mastic,,,Flavor,,,,Primary,Others,,
Matcha,,,Flavor,,,,Primary,Others,,
Mate,,,Spice,,,,Boil,Others,,
Matodextrin,,,Fining,,,,Boil,Others,,
Mayhaw,,,Flavor,,,,Boil,Others,,
Mazsola,,,Flavor,,,,Boil,Others,,
Mead,,,Flavor,,,,Secondary,Others,,
Meadowsweet,,,Herb,,,,Boil,Others,,
Meadsweet,,,Herb,,,,Boil,Others,,
Mech,,,Water Agt,,,,Boil,Others,,
Med,,,Fining,,,,Boil,Others,,
Medowsweet,,,Other,,,,Boil,Others,,
Medronho,,,Flavor,,,,Kegging,Others,,
Meersalz,,,Herb,,,,Other,Others,,
Meggy,,,Flavor,,,,Boil,Others,,
Meh,,,Flavor,,,,Primary,Others,,
Mel,,,Flavor,,,,Primary,Others,,
Melado,,,Other,,,,Boil,Others,,
Melasa,,,Other,,,,Boil,Others,,
Melkesyre,,,Other,,,,Mash,Others,,
Melkzuur,,,Water Agt,,,,Mash,Others,,
Melon,,,Flavor,,,,Secondary,Others,,
Menta,,,Flavor,,,,Mash,Others,,
Menthe,,,Herb,,,,Primary,Others,,
Merisuola,,,Water Agt,,,,Mash,Others,,
Merken,,,Spice,,,,Boil,Others,,
Mescal,,,Flavor,,,,Secondary,Others,,
Mesican,,,Spice,,,,Boil,Others,,
Mesquitemalt,,,Flavor,,,,Boil,Others,,
Metabisulfate,,,Water Agt,,,,Other,Others,,
Metabisulfite,,,Other,,,,Mash,Others,,
Meth,,,Other,,,,Other,Others,,
Metusalem,,,Other,,,,Secondary,Others,,
Mezcal,,,Flavor,,,,Bottling,Others,,
Mezquite,,,Flavor,,,,Boil,Others,,
MgCl,,,Water Agt,,,,Mash,Others,,
Mgsu,,,Water Agt,,,,Mash,Others,,
Miel,,,Other,,,,Boil,Others,,
Mild,,,Other,,,,Boil,Others,,
Milenrama,,,Herb,,,,Boil,Others,,
Milk,,,Flavor,,,,Boil,Others,,
Millet,,,Other,,,,Mash,Others,,
Minifom,,,Fining,,,,Boil,Others,,
Mint,,,Flavor,,,,Boil,Others,,
Minttu,,,Herb,,,,Boil,Others,,
Mirtle,,,Herb,,,,Boil,Others,,
Mirto,,,Herb,,,,Boil,Others,,
Mixacid,,,Water Agt,,,,Boil,Others,,
MLATODEXTRINA,,,Other,,,,Boil,Others,,
Mm,,,Fining,,,,Boil,Others,,
Mmklar,,,Other,,,,Boil,Others,,
Molase,,,Flavor,,,,Boil,Others,,
Molases,,,Flavor,,,,Boil,Others,,
Molasis,,,Flavor,,,,Boil,Others,,
MOLASSAS,,,Flavor,,,,Boil,Others,,
Molasses,,,Flavor,,,,Secondary,Others,,
Molassis,,,Flavor,,,,Secondary,Others,,
Mole,,,Spice,,,,Other,Others,,
Mollases,,,Flavor,,,,Boil,Others,,
Mollasses,,,Flavor,,,,Other,Others,,
Montille,,,Water Agt,,,,Mash,Others,,
Moonshine,,,Other,,,,Secondary,Others,,
Moroshka,,,Herb,,,,Boil,Others,,
Morueka,,,Flavor,,,,Other,Others,,
Mos,,,Fining,,,,Boil,Others,,
Mosaic,,,Other,,,,Primary,Others,,
Moss,,,Fining,,,,Boil,Others,,
Mossa,,,Fining,,,,Boil,Others,,
Moszat,,,Fining,,,,Boil,Others,,
Motherwort,,,Herb,,,,Boil,Others,,
Motueka,,,Flavor,,,,Primary,Others,,
Ms,,,Fining,,,,Boil,Others,,
MSG,,,Water Agt,,,,Bottling,Others,,
Mugwats,,,Herb,,,,Boil,Others,,
Mugwort,,,Herb,,,,Boil,Others,,
Mulberries,,,Other,,,,Secondary,Others,,
Mulberry,,,Flavor,,,,Secondary,Others,,
Mulberrys,,,Flavor,,,,Primary,Others,,
Mullberry,,,Flavor,,,,Other,Others,,
Mulling,,,Spice,,,,Other,Others,,
Multe,,,Other,,,,Boil,Others,,
Muscade,,,Spice,,,,Secondary,Others,,
Muscat,,,Spice,,,,Boil,Others,,
Muscovado,,,Other,,,,Secondary,Others,,
Muscovadosocker,,,Spice,,,,Boil,Others,,
Mushrooms,,,Flavor,,,,Boil,Others,,
Muskaatnoot,,,Herb,,,,Boil,Others,,
Muskat,,,Spice,,,,Boil,Others,,
Muskatnuss,,,Spice,,,,Boil,Others,,
Muskavado,,,Fining,,,,Boil,Others,,
Muskot,,,Spice,,,,Boil,Others,,
Mustaherukanlehti,,,Herb,,,,Boil,Others,,
Mustard,,,Spice,,,,Secondary,Others,,
Mustikanvarpuja,,,Flavor,,,,Boil,Others,,
Mynte,,,Flavor,,,,Boil,Others,,
Myrh,,,Spice,,,,Boil,Others,,
Myrrh,,,Spice,,,,Boil,Others,,
Naartjie,,,Spice,,,,Boil,Others,,
NaCl,,,Water Agt,,,,Boil,Others,,
NaHCO,,,Water Agt,,,,Mash,Others,,
NaMB,,,Water Agt,,,,Mash,Others,,
Nana,,,Herb,,,,Bottling,Others,,
Napales,,,Flavor,,,,Mash,Others,,
Naranja,,,Flavor,,,,Boil,Others,,
Nasturtium,,,Herb,,,,Boil,Others,,
Natriumbikarbonat,,,Water Agt,,,,Mash,Others,,
Natron,,,Water Agt,,,,Mash,Others,,
Neboda,,,Herb,,,,Boil,Others,,
Nectarine,,,Other,,,,Secondary,Others,,
NECTARINES,,,Flavor,,,,Secondary,Others,,
Neilikka,,,Spice,,,,Boil,Others,,
Nejlika,,,Spice,,,,Boil,Others,,
Nejlikor,,,Spice,,,,Boil,Others,,
Nelik,,,Spice,,,,Boil,Others,,
Nelikspiker,,,Spice,,,,Boil,Others,,
Nelk,,,Spice,,,,Boil,Others,,
Nelken,,,Other,,,,Other,Others,,
Nellik,,,Spice,,,,Boil,Others,,
Nellikk,,,Spice,,,,Boil,Others,,
Nellikspiker,,,Spice,,,,Boil,Others,,
Nellikstang,,,Flavor,,,,Secondary,Others,,
Nelliktinktur,,,Spice,,,,Bottling,Others,,
Nescafe,,,Other,,,,Primary,Others,,
Nettels,,,Herb,,,,Boil,Others,,
Nettle,,,Herb,,,,Mash,Others,,
Nettles,,,Herb,,,,Boil,Others,,
Nibbs,,,Flavor,,,,Secondary,Others,,
Nibs,,,Spice,,,,Boil,Others,,
Nibz,,,Herb,,,,Secondary,Others,,
Nitmeg,,,Spice,,,,Boil,Others,,
Nnnnn,,,Flavor,,,,Boil,Others,,
Nobbers,,,Other,,,,Boil,Others,,
Nootmuskaat,,,Spice,,,,Boil,Others,,
Nori,,,Herb,,,,Secondary,Others,,
Nottingham,,,Water Agt,,,,Secondary,Others,,
Nucsoara,,,Spice,,,,Boil,Others,,
Nugmeg,,,Spice,,,,Boil,Others,,
Nuitrent,,,Other,,,,Boil,Others,,
Nuitrient,,,Other,,,,Boil,Others,,
Nurient,,,Other,,,,Boil,Others,,
Nurtient,,,Other,,,,Boil,Others,,
Nurtients,,,Other,,,,Boil,Others,,
Nutella,,,Flavor,,,,Boil,Others,,
Nutemeg,,,Spice,,,,Boil,Others,,
Nutient,,,Other,,,,Boil,Others,,
Nutients,,,Other,,,,Boil,Others,,
Nutirent,,,Other,,,,Boil,Others,,
Nutmag,,,Flavor,,,,Primary,Others,,
Nutmeg,,,Spice,,,,Boil,Others,,
Nutmegg,,,Spice,,,,Boil,Others,,
Nutmet,,,Spice,,,,Boil,Others,,
Nutmg,,,Spice,,,,Boil,Others,,
Nutmrg,,,Spice,,,,Boil,Others,,
Nutmug,,,Spice,,,,Boil,Others,,
Nutnmagg,,,Spice,,,,Boil,Others,,
Nutnmeg,,,Spice,,,,Boil,Others,,
Nutreint,,,Other,,,,Boil,Others,,
